greeting	en	hi
greeting	en	hello
greeting	en	hey
greeting	en	good morning
greeting	en	good evening
greeting	en	hi there
greeting	en	hello there
greeting	en	howdy
greeting	en	greetings
greeting	ru	привет
greeting	ru	здравствуйте
greeting	ru	здравствуй
greeting	ru	доброе утро
greeting	ru	добрый день
greeting	ru	добрый вечер
greeting	ru	приветствую
greeting	ru	шалом
greeting	hi	नमस्ते
greeting	hi	नमस्कार
greeting	hi	सलाम
greeting	hi	हाय
greeting	hi	राम राम
greeting	hi	शुभ प्रभात
greeting	zh	你好
greeting	zh	您好
greeting	zh	嗨
greeting	zh	哈喽
greeting	zh	早上好
greeting	zh	早安
greeting	zh	大家好
wellbeing	en	how are you?
wellbeing	en	how are you doing?
wellbeing	en	how do you do?
wellbeing	en	how are things?
wellbeing	en	how's it going?
wellbeing	ru	как дела?
wellbeing	ru	как твои дела?
wellbeing	ru	как у тебя дела?
wellbeing	ru	как поживаешь?
wellbeing	ru	как вы поживаете?
wellbeing	ru	как ваши дела?
wellbeing	hi	कैसे हो?
wellbeing	hi	आप कैसे हैं?
wellbeing	hi	तुम कैसे हो?
wellbeing	hi	क्या हाल है?
wellbeing	hi	आपका क्या हाल है?
wellbeing	hi	सब कैसा चल रहा है?
wellbeing	zh	你好吗?
wellbeing	zh	你还好吗?
wellbeing	zh	你怎么样?
wellbeing	zh	您怎么样?
wellbeing	zh	最近怎么样?
wellbeing	zh	过得怎么样?
farewell	en	bye
farewell	en	goodbye
farewell	en	ciao
farewell	en	see you
farewell	en	see you later
farewell	en	take care
farewell	en	so long
farewell	en	farewell
farewell	ru	пока
farewell	ru	до свидания
farewell	ru	до скорого
farewell	ru	увидимся
farewell	ru	всего доброго
farewell	ru	прощай
farewell	ru	до встречи
farewell	hi	अलविदा
farewell	hi	विदा
farewell	hi	बाय
farewell	hi	टाटा
farewell	hi	फिर मिलेंगे
farewell	zh	再见
farewell	zh	拜拜
farewell	zh	回见
farewell	zh	改天见
farewell	zh	后会有期
courtesy_response	en	thanks
courtesy_response	en	thank you
courtesy_response	en	i am fine thank you
courtesy_response	en	fine thanks
courtesy_response	en	good thanks
courtesy_response	en	doing well thanks
courtesy_response	ru	спасибо
courtesy_response	ru	благодарю
courtesy_response	ru	всё хорошо спасибо
courtesy_response	ru	хорошо спасибо
courtesy_response	ru	нормально спасибо
courtesy_response	hi	धन्यवाद
courtesy_response	hi	शुक्रिया
courtesy_response	hi	मैं ठीक हूँ धन्यवाद
courtesy_response	hi	ठीक हूँ धन्यवाद
courtesy_response	hi	मैं अच्छा हूँ धन्यवाद
courtesy_response	zh	谢谢
courtesy_response	zh	我很好谢谢
courtesy_response	zh	好的谢谢
courtesy_response	zh	多谢
courtesy_response	zh	非常感谢
identity	en	who are you?
identity	en	what are you?
identity	en	tell me about yourself
identity	en	introduce yourself
identity	en	let's get acquainted
identity	en	what is formal-ai?
identity	ru	кто ты?
identity	ru	что ты?
identity	ru	расскажи о себе
identity	ru	опиши себя
identity	ru	представься
identity	ru	давай знакомиться
identity	hi	तुम कौन हो?
identity	hi	आप कौन हैं?
identity	hi	अपना परिचय दो
identity	hi	अपने बारे में बताओ
identity	hi	चलो परिचय करते हैं
identity	hi	आइए परिचय करें
identity	zh	你是谁?
identity	zh	你是什么?
identity	zh	介绍一下你自己
identity	zh	告诉我你自己
identity	zh	我们认识一下吧
identity	zh	让我们认识一下
capabilities	en	what can you do?
capabilities	en	what you can do?
capabilities	en	what are your capabilities?
capabilities	en	show me what you can do
capabilities	en	how can you help?
capabilities	en	what features do you have?
capabilities	ru	что ты умеешь?
capabilities	ru	что ты можешь?
capabilities	ru	твои возможности
capabilities	ru	в чём ты можешь быть полезен
capabilities	ru	чем ты можешь помочь?
capabilities	hi	आप क्या कर सकते हैं?
capabilities	hi	तुम क्या कर सकते हो?
